run_id,total_called,total_planted,tp_called,tp_planted,precision,recall,f1,id_ctrl,id_treat,genome,acc_key,gc_key,fragment_length,read_length,nb_k,aligner,peakcaller,macs2_mode,tf_exp,seed,tf_seed,map_seed,gc_exp,acc_exp,map_coverage_pct,map_sigma,map_enrich,map_exp,use_control,coverage_ctrl,coverage_treat,tf_peak_count_ctrl,tf_peak_count_treat,tf_sigma,tf_enrich
0258,27,30,26,27,0.9629629629629629,0.9,0.930417495029821,0258_con,0258_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,0.5,10,0,5,20,2500
0259,16,30,11,12,0.6875,0.4,0.5057471264367817,0259_con,0259_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,1.0,10,0,5,20,1000
0260,29,30,28,29,0.9655172413793104,0.9666666666666667,0.9660916121356335,0260_con,0260_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,1.0,10,0,5,20,2500
0261,27,30,25,26,0.9259259259259259,0.8666666666666667,0.8953168044077134,0261_con,0261_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,2.0,10,0,5,20,1000
0262,32,30,29,30,0.90625,1.0,0.9508196721311475,0262_con,0262_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,2.0,10,0,5,20,2500
0263,69,30,27,28,0.391304347826087,0.9333333333333333,0.5514223194748359,0263_con,0263_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,4.0,10,0,5,20,1000
0264,58,30,29,30,0.5,1.0,0.6666666666666666,0264_con,0264_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,4.0,10,0,5,20,2500
0265,112,30,29,30,0.25892857142857145,1.0,0.4113475177304965,0265_con,0265_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,8.0,10,0,5,20,1000
0266,105,30,29,30,0.2761904761904762,1.0,0.43283582089552247,0266_con,0266_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,8.0,10,0,5,20,2500
0267,112,30,29,30,0.25892857142857145,1.0,0.4113475177304965,0267_con,0267_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,12.0,10,0,5,20,1000
0268,105,30,29,30,0.2761904761904762,1.0,0.43283582089552247,0268_con,0268_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,89,89,89,0.6,0.5,3,1.5,10,1.0,True,12.0,10,0,5,20,2500
